Season	Episode	AirDate	Viewers	Product	Deal	Sharks
5	5	2013-10-18	6.64	veggie mama garden pops	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	6	2013-10-25	7.39	fiberfix	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	6	2013-10-25	7.39	elephant chat	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	6	2013-10-25	7.39	ten thirty one productions	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	6	2013-10-25	7.39	total merchant resources	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	7	2013-11-01	7.31	better life	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria
5	7	2013-11-01	7.31	180cup	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria
5	7	2013-11-01	7.31	kymera body board	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria
5	7	2013-11-01	7.31	tree-t-pee	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, John Paul DeJoria
5	8	2013-11-08	7.32	schulzies bread pudding	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	8	2013-11-08	7.32	paparazzi proposals	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	8	2013-11-08	7.32	bellybuds	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	8	2013-11-08	7.32	petpaint	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	9	2013-11-15	6.48	doorbot	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	9	2013-11-15	6.48	slawsa	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	9	2013-11-15	6.48	magic moments	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	9	2013-11-15	6.48	surprise ride	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	10	2013-11-22	7.06	yubo	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	10	2013-11-22	7.06	pursecase	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	10	2013-11-22	7.06	chocomize	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	10	2013-11-22	7.06	grace and lace	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	11	2013-12-06	7.55	spirithoods	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	11	2013-12-06	7.55	virtuix omni	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	11	2013-12-06	7.55	fohawx	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	11	2013-12-06	7.55	de-boned baby back rib steak	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	12	2013-12-13	7.17	lite-netics	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	12	2013-12-13	7.17	hanukkah tree topper	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	12	2013-12-13	7.17	cashmere hair	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	12	2013-12-13	7.17	tipsy elves	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	13	2014-01-10	7.36	bounce boot camp	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	13	2014-01-10	7.36	the wall doctorx	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	13	2014-01-10	7.36	eyebloc	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	13	2014-01-10	7.36	groovebook	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	14	2014-01-17	7.44	alaska glacial mud co.	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	14	2014-01-17	7.44	invisiplug	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	14	2014-01-17	7.44	lockerbones	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	14	2014-01-17	7.44	balloon distractions	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	15	2014-01-24	8.18	swimzip	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	15	2014-01-24	8.18	fitdeck	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	15	2014-01-24	8.18	lifecaps	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	15	2014-01-24	8.18	freshly picked	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	16	2014-01-31	7.49	cow wow cereal milk	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch
5	16	2014-01-31	7.49	the cookie dough cafe	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch
5	16	2014-01-31	7.49	nexersys	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch
5	16	2014-01-31	7.49	cycloramic	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Steve Tisch
5	17	2014-02-21	6.21	moberi	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	17	2014-02-21	6.21	spy escape and evasion	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	17	2014-02-21	6.21	ddp yoga	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	17	2014-02-21	6.21	southern culture artisan foods	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	18	2014-02-28	7.79	cheek'd	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	18	2014-02-28	7.79	zipit	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	18	2014-02-28	7.79	bambooee	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	18	2014-02-28	7.79	buzzy4shots	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	19	2014-03-07	7.69	revolights	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	19	2014-03-07	7.69	squeeky knees	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	19	2014-03-07	7.69	the buffer bit	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	19	2014-03-07	7.69	u-lace	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	20	2014-03-14	7.49	define bottle	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	20	2014-03-14	7.49	iretron	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	20	2014-03-14	7.49	boo boo goo	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	20	2014-03-14	7.49	henry's humdingers	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	21	2014-03-21	8.29	chapul	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	21	2014-03-21	8.29	garage door lock	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	21	2014-03-21	8.29	morninghead	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	21	2014-03-21	8.29	packback books	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	22	2014-04-04	7.49	kodiak cakes	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	22	2014-04-04	7.49	monkey mat	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	22	2014-04-04	7.49	plated	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	22	2014-04-04	7.49	the paint brush cover	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	23	2014-04-10	6.85	velocity signs	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	23	2014-04-10	6.85	lord nut levington	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	23	2014-04-10	6.85	happy feet	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	23	2014-04-10	6.85	hold your haunches	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	24	2014-04-11	6.95	taylor robinson music	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	24	2014-04-11	6.95	powerpot	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	24	2014-04-11	6.95	fun time express	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	24	2014-04-11	6.95	quickstop fire sprinkler tools	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	25	2014-04-18	6.77	ilumi	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	25	2014-04-18	6.77	zoobean	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	25	2014-04-18	6.77	intelli-stopper technology	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	25	2014-04-18	6.77	fort magic	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	26	2014-04-25	7.11	crio	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	26	2014-04-25	7.11	rugged maniac	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	26	2014-04-25	7.11	cerebral success	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	26	2014-04-25	7.11	mo's bows	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	27	2014-05-02	8.33	the bouqs company	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	27	2014-05-02	8.33	angellift	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	27	2014-05-02	8.33	hangease	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	27	2014-05-02	8.33	susty party	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	28	2014-05-09	7.4	oru kayak	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	28	2014-05-09	7.4	bon affair	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	28	2014-05-09	7.4	hargitt marine services	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	28	2014-05-09	7.4	cinnaholic	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	29	2014-05-16	6.74	baker's edge	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	29	2014-05-16	6.74	foot fairy	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	29	2014-05-16	6.74	tie-not	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	29	2014-05-16	6.74	bzbox	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	1	2014-09-26	7.45	sleeping baby	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	1	2014-09-26	7.45	hammer & nails	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	1	2014-09-26	7.45	amber	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	1	2014-09-26	7.45	bombas	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	2	2014-09-26	7.45	roominate	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	2	2014-09-26	7.45	the floating mug co.	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	2	2014-09-26	7.45	wedding wagon	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	2	2014-09-26	7.45	kronos	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	3	2014-10-03	7.29	soapsox	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	3	2014-10-03	7.29	heart pup	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	3	2014-10-03	7.29	ninja cards	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	3	2014-10-03	7.29	drumpants	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	4	2014-10-10	7.34	funcakes rental	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	4	2014-10-10	7.34	paper box pilots	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	4	2014-10-10	7.34	table jacks	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	4	2014-10-10	7.34	reviver	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	5	2014-10-17	7.32	jungle jumparoo	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	5	2014-10-17	7.32	the caddy girls	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	5	2014-10-17	7.32	the red dress boutique	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	5	2014-10-17	7.32	sunstaches	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	6	2014-10-24	6.89	oilerie usa	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	6	2014-10-24	6.89	honeyfund	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	6	2014-10-24	6.89	emergensee	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	6	2014-10-24	6.89	beatbox beverages	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	7	2014-10-31	7.8	titin	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	7	2014-10-31	7.8	beardbrand	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	7	2014-10-31	7.8	singtrix	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	7	2014-10-31	7.8	myself belts	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	8	2014-11-07	7.8	the natural grip	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	8	2014-11-07	7.8	priority one canine	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	8	2014-11-07	7.8	man-pack	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	8	2014-11-07	7.8	bottle breacher	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	9	2014-11-14	7.63	storm stoppers	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	9	2014-11-14	7.63	pipsnacks	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	9	2014-11-14	7.63	squatty potty	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	9	2014-11-14	7.63	heidi ho	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	10	2014-11-21	7.91	kitchen safe	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
6	10	2014-11-21	7.91	off the cob	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
6	10	2014-11-21	7.91	magiccook	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
6	10	2014-11-21	7.91	earth log	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Nick Woodman
6	11	2014-12-05	7.22	biaggi	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	11	2014-12-05	7.22	swag essentials	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	11	2014-12-05	7.22	gameday couture	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	11	2014-12-05	7.22	zipz	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	12	2014-12-12	7.04	the mensch on a bench	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	12	2014-12-12	7.04	eve drop	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	12	2014-12-12	7.04	q-flex	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	12	2014-12-12	7.04	hoppy paws	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	13	2015-01-09	7.73	coffee meets bagel	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	13	2015-01-09	7.73	skinnyshirt	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	13	2015-01-09	7.73	doorman	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	13	2015-01-09	7.73	bantam bagels	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	14	2015-01-13	7.48	scratch & grain baking co.	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	14	2015-01-13	7.48	bottle bright	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	14	2015-01-13	7.48	vestpakz	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	14	2015-01-13	7.48	evrewares	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	15	2015-01-16	8.64	lumio	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	15	2015-01-16	8.64	napwell	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	15	2015-01-16	8.64	turbopup	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	15	2015-01-16	8.64	bello verde	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	16	2015-01-30	7.93	victoria's kitchen	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	16	2015-01-30	7.93	greenbox	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	16	2015-01-30	7.93	tycoon real estate	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	16	2015-01-30	7.93	phonesoap	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	17	2015-02-03	7.14	fresh patch	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	17	2015-02-03	7.14	balm chicky balm balm	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	17	2015-02-03	7.14	drain strain	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	17	2015-02-03	7.14	bedjet	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	18	2015-02-06	7.68	himalayan dog chew	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	18	2015-02-06	7.68	the lip bar	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	18	2015-02-06	7.68	beverageboy	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	18	2015-02-06	7.68	funbites	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	19	2015-02-13	7.73	sseko designs	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	19	2015-02-13	7.73	gold rush nugget bucket	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	19	2015-02-13	7.73	boobypack	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	19	2015-02-13	7.73	lumi	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	20	2015-02-20	8.43	luminaid	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	20	2015-02-20	8.43	taaluma totes	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	20	2015-02-20	8.43	keen home	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	20	2015-02-20	8.43	scholly	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	21	2015-03-06	8.21	coco jack	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	21	2015-03-06	8.21	bedryder	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	21	2015-03-06	8.21	frill clothing	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	21	2015-03-06	8.21	the twin z pillow	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	22	2015-03-13	7.24	echo valley meats	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	22	2015-03-13	7.24	emazinglights	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	22	2015-03-13	7.24	aqua vault	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	22	2015-03-13	7.24	naja	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	23	2015-03-20	7.5	beesweet lemonade	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	23	2015-03-20	7.5	brandyourself	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	23	2015-03-20	7.5	icpooch	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	23	2015-03-20	7.5	the home t	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	24	2015-04-10	6.65	budsies	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	24	2015-04-10	6.65	bee thinking	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	24	2015-04-10	6.65	pullypalz	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	24	2015-04-10	6.65	forus athletics	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	25	2015-04-17	6.51	neatcheeks	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	25	2015-04-17	6.51	melni connectors	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	25	2015-04-17	6.51	beneath the ink	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	25	2015-04-17	6.51	pittmoss	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	26	2015-04-24	7.94	zinepak	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	26	2015-04-24	7.94	snagastool	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	26	2015-04-24	7.94	buck mason	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	26	2015-04-24	7.94	noene usa	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	27	2015-05-01	7.07	zero pollution motors	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	27	2015-05-01	7.07	the paleo diet foods	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	27	2015-05-01	7.07	world record striper company	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	27	2015-05-01	7.07	frameri	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	28	2015-05-08	6.68	zoom interiors	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	28	2015-05-08	6.68	sunscreen mist	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
6	28	2015-05-08	6.68	syndaver labs	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
